idx,GroupCount,Percent,actual_story
7,1,1.78571428571429,story_26/moral
10,1,1.78571428571429,story_26/moral
15,1,1.78571428571429,story_26/moral
3,1,1.78571428571429,story_28/moral
15,11,1.70278637770898,story_cost/old_approach_avoid
7,1,1.69491525423729,story_20/approach_avoid
12,1,1.69491525423729,story_20/approach_avoid
15,1,1.69491525423729,story_20/approach_avoid
13,2,1.68067226890756,story_19/approach_avoid
15,2,1.68067226890756,story_19/approach_avoid
1,2,1.68067226890756,story_5/approach_avoid
7,2,1.66666666666667,story_10/approach_avoid
10,2,1.66666666666667,story_10/approach_avoid
11,2,1.66666666666667,story_10/approach_avoid
11,1,1.66666666666667,story_21/probability
12,1,1.66666666666667,story_21/probability
11,2,1.66666666666667,story_22/approach_avoid
15,1,1.66666666666667,story_6/approach_avoid
7,2,1.65289256198347,story_7/approach_avoid
11,2,1.65289256198347,story_7/approach_avoid
14,1,1.61290322580645,story_19/social
7,1,1.5625,story_13/probability
11,1,1.5625,story_13/probability
13,1,1.5625,story_13/probability
14,1,1.5625,story_17/social
3,1,1.5625,story_2/probability
11,1,1.5625,story_2/probability
13,1,1.5625,story_7/social
15,1,1.5625,story_7/social
1,1,1.5625,story_8/approach_avoid
11,1,1.5625,story_8/approach_avoid
15,1,1.5625,story_8/approach_avoid
11,1,1.49253731343284,story_2/approach_avoid
8,1,1.47058823529412,story_2/social
11,1,1.47058823529412,story_2/social
14,1,1.47058823529412,story_2/social
3,1,1.47058823529412,story_20/probability
7,1,1.47058823529412,story_20/probability
12,1,1.47058823529412,story_20/probability
7,1,1.47058823529412,story_20/social
15,1,1.47058823529412,story_20/social
1,1,1.47058823529412,story_9/probability
12,1,1.38888888888889,story_10/moral
10,1,1.38888888888889,story_3/probability
15,1,1.38888888888889,story_3/social
8,1,1.38888888888889,story_5/social
1,1,1.31578947368421,story_5/super
8,1,1.25,story_24/social
11,1,1.25,story_24/social
14,1,1.25,story_24/social
8,1,1.19047619047619,story_4/super
1,1,1.19047619047619,story_6/super
8,1,1.19047619047619,story_6/super
1,1,1.19047619047619,story_8/super
8,1,1.19047619047619,story_8/super
11,1,1.19047619047619,story_8/super
1,1,1.13636363636364,story_1/super
8,1,1.13636363636364,story_1/super
11,1,1.13636363636364,story_3/super
1,1,1.08695652173913,story_2/super
8,1,1.08695652173913,story_9/super
6,1,1.04166666666667,story_3/approach_avoid
11,6,0.928792569659443,story_cost/old_approach_avoid
10,1,0.840336134453782,story_19/approach_avoid
6,1,0.840336134453782,story_5/approach_avoid
13,1,0.833333333333333,story_10/approach_avoid
1,1,0.833333333333333,story_22/approach_avoid
10,1,0.833333333333333,story_22/approach_avoid
12,1,0.833333333333333,story_22/approach_avoid
13,1,0.833333333333333,story_22/approach_avoid
8,1,0.833333333333333,story_9/approach_avoid
11,1,0.833333333333333,story_9/approach_avoid
10,1,0.826446280991736,story_7/approach_avoid
11,1,0.806451612903226,story_16/approach_avoid
14,1,0.806451612903226,story_16/approach_avoid
11,1,0.694444444444444,story_12/approach_avoid
12,1,0.694444444444444,story_12/approach_avoid
11,1,0.65359477124183,story_24/approach_avoid
